20050101
5.62,0.20
7.62,1.52
7.36,1.74
8.68,6.85
7.67,4.39
7.54,4.80
11.05,6.15
11.44,4.82
8.26,4.41
13.60,6.44
9.68,8.11
9.72,6.49
6.61,2.08
7.14,1.31
5.21,0.31
3.60,-1.80
6.22,-0.09
6.16,1.87
5.70,0.30
7.43,1.94
5.65,1.65
5.13,-0.84
2.86,-2.04
2.06,-1.12
0.62,-2.54
0.69,-2.91
0.54,-2.84
-0.29,-6.43
-0.34,-8.33
5.77,-1.07
6.62,2.67
5.76,-0.72
5.48,-0.83
5.12,0.53
6.64,2.45
6.32,-0.18
1.02,-4.52
1.07,-5.57
0.81,-6.93
3.52,-6.47
6.85,2.63
6.84,1.01
8.68,0.83
2.74,0.13
2.23,-1.16
1.80,-1.66
0.43,-1.82
-0.47,-4.04
0.66,-2.41
4.44,-0.81
2.42,-0.26
3.60,-0.52
0.50,-1.76
0.96,-1.33
1.46,0.14
1.98,0.30
0.75,-2.54
-1.75,-5.99
2.37,-8.93
-0.50,-3.96
0.18,-2.94
-0.31,-9.43
0.29,-13.47
0.10,-6.55
0.11,-8.13
4.89,-6.93
6.39,-1.11
3.21,-3.39
4.26,-7.59
4.61,1.04
3.53,-0.37
4.67,-4.51
7.36,-0.95
8.51,0.81
14.21,8.40
12.21,8.01
9.09,4.89
5.08,-1.12
4.71,-3.41
8.37,-1.31
12.08,-0.22
13.01,6.44
17.17,3.84
12.52,6.67
9.77,6.43
7.72,3.48
9.56,2.61
9.24,2.76
10.20,2.53
10.50,-0.25
13.63,-0.04
16.67,0.49
19.36,3.26
21.62,3.77
14.06,5.12
14.22,2.61
12.86,5.03
9.95,4.14
7.70,-0.21
9.66,-1.05
15.61,4.82
15.23,4.12
14.19,7.68
15.99,9.69
20.95,9.40
17.48,7.30
15.28,6.44
12.89,5.42
11.93,4.96
10.77,1.47
12.04,1.68
9.21,1.88
12.91,1.27
13.85,1.16
12.38,3.18
14.82,5.74
9.44,5.30
17.36,5.72
15.49,9.13
17.71,9.98
22.23,11.78
25.87,13.49
20.24,10.28
15.85,9.69
13.44,4.50
12.38,6.17
12.59,3.63
11.18,2.60
10.21,3.64
9.91,3.60
12.49,2.62
13.90,3.45
16.63,1.95
17.76,5.86
15.63,7.02
12.44,5.25
11.99,1.02
12.42,2.12
17.58,1.88
17.61,10.38
19.90,12.42
21.91,11.29
20.01,9.99
18.49,6.53
20.24,12.19
28.33,12.50
26.00,13.60
33.05,15.55
20.59,12.22
14.76,9.31
13.47,7.82
12.82,6.86
15.12,5.00
24.82,13.51
17.22,12.33
15.97,10.46
13.10,8.48
16.69,7.92
17.16,6.05
18.76,5.84
15.96,10.04
14.03,8.83
14.42,7.04
14.66,8.35
22.58,7.29
24.97,8.54
22.50,13.70
20.69,13.44
21.56,9.49
25.48,9.56
28.33,14.32
28.28,15.40
21.64,12.51
27.29,11.04
29.35,16.26
23.51,14.66
22.18,10.46
20.61,7.41
20.12,11.55
23.70,8.86
23.30,12.65
20.30,13.97
24.11,10.70
26.11,16.45
29.44,16.67
21.60,12.65
20.26,12.60
19.91,12.62
21.59,13.81
25.89,14.31
28.13,14.04
27.46,15.56
28.90,14.45
26.36,14.46
23.37,13.93
27.97,15.02
19.40,13.88
19.52,13.24
23.34,16.18
20.19,14.73
17.43,12.35
15.94,11.88
22.27,14.82
17.38,13.99
19.62,12.93
21.56,14.62
18.29,13.13
21.24,10.87
28.22,16.02
28.07,18.05
20.55,15.73
22.22,13.05
16.80,13.41
18.80,12.83
21.15,9.16
19.56,11.53
18.46,11.02
17.98,10.05
17.37,9.65
17.53,8.38
16.74,12.73
16.27,12.70
17.21,13.40
18.44,12.76
17.95,12.52
17.69,13.13
21.93,12.65
19.27,10.72
20.85,12.29
25.38,11.89
27.39,14.36
24.96,15.18
25.11,15.85
27.27,14.67
19.60,14.46
20.96,10.15
15.86,12.80
17.78,9.96
19.33,8.74
20.42,11.63
24.07,12.93
21.99,13.73
25.00,11.77
28.40,14.88
22.12,15.67
21.06,10.27
21.98,7.47
26.22,11.12
26.58,12.92
26.59,13.58
26.31,15.14
20.11,14.40
22.85,15.15
17.68,14.86
19.59,11.94
19.62,7.53
17.80,10.95
17.77,11.03
15.15,8.41
15.57,3.29
14.78,4.44
17.85,11.92
20.67,10.55
20.50,5.49
20.82,8.63
22.01,8.08
22.65,9.87
22.52,9.65
18.11,11.60
16.83,10.57
15.27,8.71
12.66,8.45
16.49,8.02
13.87,10.20
15.30,7.41
16.19,4.39
16.18,4.02
18.15,7.61
20.00,9.37
19.76,10.87
18.92,9.81
14.88,10.70
19.04,11.75
18.34,8.88
18.48,8.49
17.30,6.53
16.04,4.39
15.21,4.85
13.17,1.51
13.32,2.64
12.92,3.28
13.04,3.74
14.30,4.88
14.45,6.35
14.15,11.79
12.19,4.96
10.53,4.77
13.83,10.10
14.61,10.61
19.48,10.06
17.47,11.77
18.02,8.60
19.68,8.73
16.94,8.46
14.01,8.58
12.34,5.77
17.76,11.55
14.80,11.49
12.12,8.09
13.60,5.45
10.35,7.95
12.38,8.19
12.60,5.70
10.95,4.93
12.58,9.49
12.11,7.71
9.87,4.74
9.34,1.21
9.23,2.95
4.24,-0.82
3.22,-2.41
3.89,-4.99
4.49,-4.75
6.83,1.83
5.20,-2.24
3.17,-3.18
4.18,2.83
4.61,2.39
2.43,-0.44
1.37,-0.66
0.54,-2.69
1.55,-1.95
1.94,-1.67
3.96,1.59
3.13,-0.74
0.78,-1.95
1.09,-0.97
4.00,-1.08
5.73,3.01
6.36,4.48
5.27,1.87
4.46,1.92
3.89,-1.73
2.71,-2.06
7.09,1.91
8.21,1.88
7.45,2.03
7.43,4.50
8.33,5.14
7.55,-1.03
1.21,-3.91
3.04,-4.02
4.32,-0.85
7.78,0.24
5.56,-2.25
7.12,2.87
7.48,2.80
8.40,3.73
4.22,-2.36
0.03,-4.35
0.67,-5.95
-0.31,-2.52
-0.42,-2.22
0.13,-4.01
2.23,-5.14
3.60,1.49
3.14,-1.49
-0.25,-4.13
0.97,-1.51
1.61,-0.11
0.13,-2.15
-0.21,-1.71
-1.08,-4.63
-1.54,-7.14
2.49,-6.32
4.05,2.11
3.87,0.52
1.28,-2.12
2.69,-3.26
0.29,-4.93
0.57,-6.54
-0.09,-4.38
0.43,-0.88
-0.10,-2.40
5.74,-0.50
3.56,-2.11
-1.77,-6.76
-4.92,-10.59
-2.72,-11.51
0.00,-3.80
0.60,-0.71
0.97,-6.99
-3.26,-11.29
0.75,-9.16
4.63,-0.31
3.65,0.35
2.24,0.29
2.37,1.09
3.96,-0.00
1.71,-2.87
-0.03,-3.89
2.79,-2.51
6.41,2.76
5.64,2.44
3.05,0.74
3.33,0.80
1.75,-3.44
1.58,-5.29
5.40,-2.39
3.50,-4.39
4.57,0.66
4.94,3.26
6.78,3.06
6.34,2.76
4.78,0.22
3.15,1.38
2.27,1.18
1.35,-1.22
1.54,-2.03
3.24,-2.78
0.51,-1.50
3.11,-3.07
2.76,-6.21
2.08,-1.75
1.88,-1.09
1.75,-1.21
2.72,-1.95
2.77,-5.64
-0.75,-10.02
2.26,-12.27
1.13,-3.93
3.25,-5.47
2.73,-2.63
-0.12,-2.02
-1.96,-5.63
-0.99,-11.39
-0.06,-14.66
-0.82,-11.25
1.07,-4.82
1.26,-0.11
2.49,-0.53
0.72,-2.18
4.69,-1.55
6.68,-0.51
5.39,-5.80
4.92,-4.37
6.22,-4.97
7.16,-1.98
3.84,0.70
11.43,1.52
16.34,8.72
12.98,7.24
8.75,3.22
11.75,1.91
10.47,5.01
12.12,4.77
9.18,4.46
8.24,3.28
7.55,1.78
6.81,0.84
9.26,-1.23
11.36,3.83
10.89,2.50
7.39,2.09
9.29,3.61
7.94,0.23
8.50,3.12
10.36,4.43
10.12,5.02
13.71,4.16
14.95,7.18
12.91,3.47
11.76,4.43
14.22,1.94
12.16,6.68
15.37,6.91
11.39,6.76
12.57,6.49
12.80,6.25
21.42,4.85
15.86,10.31
15.84,9.00
13.00,3.58
8.75,4.68
11.52,3.78
15.34,1.98
16.76,8.66
23.31,7.71
22.95,10.97
23.20,10.78
20.60,8.91
21.23,7.91
20.62,8.64
20.81,6.97
23.82,6.69
23.78,7.85
21.61,7.89
20.76,7.42
14.72,5.83
15.52,2.14
18.04,9.62
16.10,10.05
17.61,10.39
14.97,10.40
15.03,9.53
15.25,9.31
18.55,11.43
13.56,7.63
14.88,5.18
14.30,5.75
15.24,5.30
15.76,8.26
13.08,9.99
15.05,8.24
12.09,7.61
17.38,8.39
14.90,6.66
18.23,5.13
14.28,9.50
15.01,6.97
16.92,7.89
19.13,8.36
19.41,6.36
21.44,5.97
23.02,8.56
23.77,10.25
27.03,13.34
29.28,12.40
30.94,15.12
23.64,15.02
22.38,12.50
17.85,13.58
18.15,11.92
23.61,10.80
28.62,14.68
23.10,12.37
19.33,15.54
19.01,12.21
19.11,10.35
23.36,11.88
27.00,14.58
23.27,17.30
18.62,13.47
17.07,11.19
19.06,6.48
21.09,8.25
24.92,11.61
27.79,14.78
28.64,14.88
29.44,14.74
31.62,16.10
29.42,19.25
26.82,17.80
23.31,16.80
26.55,13.51
22.57,16.20
25.60,13.83
24.24,10.63
26.64,11.92
22.52,10.68
23.93,10.89
26.96,10.75
28.85,11.83
28.47,12.73
30.82,15.34
35.25,17.51
26.89,17.86
29.64,16.00
27.43,19.41
27.43,16.05
27.79,14.17
30.66,14.60
34.01,18.28
27.23,20.36
27.33,19.40
28.78,15.52
24.64,16.00
25.77,14.44
21.20,13.04
21.90,12.44
24.38,11.91
25.33,13.81
26.27,15.52
26.35,14.33
22.49,13.12
21.54,12.63
20.98,13.44
20.59,12.54
19.96,12.47
21.30,10.76
15.51,13.07
19.07,13.53
22.91,12.10
23.76,13.39
23.20,14.87
25.40,14.26
22.96,14.91
19.35,14.64
20.31,13.90
20.13,12.92
22.83,11.13
19.68,14.80
20.12,13.85
18.93,13.31
17.58,11.88
16.58,11.52
18.61,10.60
19.63,11.39
19.92,15.19
23.65,13.80
19.07,16.25
18.75,14.12
19.31,13.34
23.56,13.92
18.68,13.39
18.32,12.47
18.42,11.01
20.53,8.29
24.24,11.47
26.12,11.92
26.31,12.02
25.09,13.80
24.14,13.64
23.78,16.56
24.25,15.60
22.81,14.59
19.91,13.68
20.05,10.70
23.57,9.15
25.09,12.91
24.05,13.42
23.22,12.20
23.62,12.77
21.41,15.51
18.13,14.13
20.18,12.83
21.69,13.28
20.67,13.00
19.12,10.31
17.79,12.12
15.05,11.58
15.90,9.73
14.43,9.47
15.78,11.47
15.72,11.14
15.48,10.61
18.32,8.43
18.24,10.56
